a280_n279_bounded-strongly-corr_07.ttp 54551 493.506
a280_n279_bounded-strongly-corr_07.ttp 54551 497.655
a280_n279_bounded-strongly-corr_07.ttp 54551 529.327
a280_n279_bounded-strongly-corr_07.ttp 54551 522.737
a280_n279_bounded-strongly-corr_07.ttp 54551 530.74
a280_n279_bounded-strongly-corr_07.ttp 54551 526.771
a280_n279_bounded-strongly-corr_07.ttp 54551 526.71
a280_n279_bounded-strongly-corr_07.ttp 54551 529.796
a280_n279_bounded-strongly-corr_07.ttp 54551 529.135
a280_n279_bounded-strongly-corr_07.ttp 54551 504.584
